pipeline_name,unique_books,unique_customers,initial_records,dropped_na_records,dropped_duplicate_records,total_records_dropped,final_records,execution_time_seconds,execution_timestamp
library_cleaning_pipeline,19,10,114,93,0,93,21,0.0062,2026-08-20 11:50:55.853248
